#
# Rates from 'La Poste Colissimo' from France / January 2017
#
# This file is part of the django-colissimo module
#
# Official docs:
#    http://www.colissimo.fr/particuliers/envoyer_un_colis/decouvrir_loffre_colissimo/Tarifs_colissimo/Tarifs_colissimo.jsp
# http://www.laposte.fr/Particulier/Consulter-nos-tarifs/Tarifs-Courrier

# This file is parsed by the 'genfixtures.py' script (in the same directory)
# which generates the initial fixture data to load into the database (using syncdb)
#
# Everything after a '#' is ignored (comments)
# Spaces between comas are ignored
# Lines starting with '::' must be a coma-separated line of values for (in this order):
#  model_name,fieldname1,fieldname2,...
#
# Author: Mathias Monnerville <mathias@monnerville.com>
#         Julien Maupetit <julien@maupetit.net> (2012 rates update)
#         Benjamin PIERRE <bp@kapt.mobi> (2013 update)
#         Benjamin PIERRE <bp@kapt.mobi> (2014 updates)
#         Benjamin PIERRE <bp@kapt.mobi> (2015 updates)
#         Benjamin PIERRE <bp@kapt.mobi> (2016 updates)
#         Benjamin PIERRE <bp@kapt.mobi> (2017 updates)
#         Benjamin PIERRE <bp@kapt.mobi> (2018 updates)

# All supported regions
::region,name
France - Monaco - Andore
Outre-mer OM1
Outre-mer OM2
International Zone A
International Zone B
International Zone C

# All compensation rates, prices in Euro
::recommanded,level,price
CR0,23 # 23E/kg
CR1,50
CR2,200
CR3,300
CR4,400
CR5,500
CR6,600
CR7,700
CR8,800
CR9,900
CR10,1000
ECO,23 # 23E/kg
LV, 0
LP, 0
LR1,16
LR2,153
LR3,458
LRA1,16
LRA2,153
LRA3,458


######################### Region: France, Monaco, Andorra ######################

# Region: France, Monaco, Andorra
# Colissimo France sans recommande CR0
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.25, 4.95,  0,1,1,1,1
0.5, 6.15,  0,1,1,1,1
0.75, 7.00,  0,1,1,1,1
  1, 7.65,  0,1,1,1,1
  2, 8.65,  0,1,1,1,1
  5,13.15,  0,1,1,1,1
 10,19.20,  0,1,1,1,1
 30,27.30,  0,1,1,1,1


# Region: France, Monaco, Andorra
# Colissimo France avec recommande CR1
::rate,weight,price,signature,deposit,tracking,region,recommanded
 0.25,7.45,1,1,1,1,2
0.5,8.65,1,1,1,1,2
0.75,9.5,1,1,1,1,2
  1,10.15,1,1,1,1,2
  2,11.15,1,1,1,1,2
  5,15.65,1,1,1,1,2
 10,21.7,1,1,1,1,2
 30,29.8,1,1,1,1,2


# Region: France, Monaco, Andorra
# Colissimo France avec recommande CR2
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.25,8.95,1,1,1,1,3
0.5,10.15,1,1,1,1,3
0.75,11,1,1,1,1,3
1,11.65,1,1,1,1,3
2,12.65,1,1,1,1,3
5,17.15,1,1,1,1,3
10,23.2,1,1,1,1,3
30,31.3,1,1,1,1,3


# Region: France, Monaco, Andorra
# Colissimo France avec recommande CR3
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.25,9.95,1,1,1,1,4
0.5,11.15,1,1,1,1,4
0.75,12,1,1,1,1,4
1,12.65,1,1,1,1,4
2,13.65,1,1,1,1,4
5,18.15,1,1,1,1,4
10,24.2,1,1,1,1,4
30,32.3,1,1,1,1,4


# Region: France, Monaco, Andorra
# Colissimo France avec recommande CR4
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.25,10.95,1,1,1,1,5
0.5,12.15,1,1,1,1,5
0.75,13,1,1,1,1,5
1,13.65,1,1,1,1,5
2,14.65,1,1,1,1,5
5,19.15,1,1,1,1,5
10,25.2,1,1,1,1,5
30,33.3,1,1,1,1,5


# Region: France, Monaco, Andorra
# Colissimo France avec recommande CR5
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.25,11.95,1,1,1,1,6
0.5,13.15,1,1,1,1,6
0.75,14,1,1,1,1,6
1,14.65,1,1,1,1,6
2,15.65,1,1,1,1,6
5,20.15,1,1,1,1,6
10,26.2,1,1,1,1,6
30,34.3,1,1,1,1,6


# Region: France, Monaco, Andorra
# Colissimo France avec recommande CR6
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.25,12.95,1,1,1,1,7
0.5,14.15,1,1,1,1,7
0.75,15,1,1,1,1,7
1,15.65,1,1,1,1,7
2,16.65,1,1,1,1,7
5,21.15,1,1,1,1,7
10,27.2,1,1,1,1,7
30,35.3,1,1,1,1,7


# Region: France, Monaco, Andorra
# Colissimo France avec recommande CR7
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.25,13.95,1,1,1,1,8
0.5,15.15,1,1,1,1,8
0.75,16,1,1,1,1,8
1,16.65,1,1,1,1,8
2,17.65,1,1,1,1,8
5,22.15,1,1,1,1,8
10,28.2,1,1,1,1,8
30,36.3,1,1,1,1,8


# Region: France, Monaco, Andorra
# Colissimo France avec recommande CR8
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.25,14.95,1,1,1,1,9
0.5,16.15,1,1,1,1,9
0.75,17,1,1,1,1,9
1,17.65,1,1,1,1,9
2,18.65,1,1,1,1,9
5,23.15,1,1,1,1,9
10,29.2,1,1,1,1,9
30,37.3,1,1,1,1,9


# Region: France, Monaco, Andorra
# Colissimo France avec recommande CR9
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.25,15.95,1,1,1,1,10
0.5,17.15,1,1,1,1,10
0.75,18,1,1,1,1,10
1,18.65,1,1,1,1,10
2,19.65,1,1,1,1,10
5,24.15,1,1,1,1,10
10,30.2,1,1,1,1,10
30,38.3,1,1,1,1,10


# Region: France, Monaco, Andorra
# Colissimo France avec recommande CR10
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.25,16.95,1,1,1,1,11
0.5,18.15,1,1,1,1,11
0.75,19,1,1,1,1,11
1,19.65,1,1,1,1,11
2,20.65,1,1,1,1,11
5,25.15,1,1,1,1,11
10,31.2,1,1,1,1,11
30,39.3,1,1,1,1,11


# Region: France, Monaco, Andorra
# Lettre verte France LV
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.02, 0.80, 0,0,0,1,13
0.1, 1.60, 0,0,0,1,13
0.25, 3.20, 0,0,0,1,13
0.5, 4.80, 0,0,0,1,13
3, 6.40, 0,0,0,1,13

# Region: France, Monaco, Andorra
# Lettre prioritaire France LP
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.02, 0.95, 0,0,0,1,14
0.1, 1.90, 0,0,0,1,14
0.25, 3.80, 0,0,0,1,14
0.5, 5.70, 0,0,0,1,14
3, 7.60, 0,0,0,1,14

# Region: France, Monaco, Andorra
# Lettre recommandée sans accuse France LR1
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.02, 4.05,  1,0,0,1,15
0.05, 4.55,  1,0,0,1,15
0.1, 5.20,  1,0,0,1,15
0.25, 6.30,  1,0,0,1,15
0.5, 7.40,  1,0,0,1,15
1, 8.50,  1,0,0,1,15
2, 10.10,  1,0,0,1,15
3, 11.25,  1,0,0,1,15

# Region: France, Monaco, Andorra
# Lettre recommandée sans accuse France LR2
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.02, 4.75,  1,0,0,1,16
0.05, 5.30,  1,0,0,1,16
0.1, 5.85,  1,0,0,1,16
0.25, 7.05,  1,0,0,1,16
0.5, 8.05,  1,0,0,1,16
1, 9.20,  1,0,0,1,16
2, 10.80,  1,0,0,1,16
3, 11.95,  1,0,0,1,16

# Region: France, Monaco, Andorra
# Lettre recommandée sans accuse France LR3
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.02, 5.85,  1,0,0,1,17
0.05, 6.30,  1,0,0,1,17
0.1, 6.90,  1,0,0,1,17
0.25, 8.10,  1,0,0,1,17
0.5, 9.10,  1,0,0,1,17
1, 10.25,  1,0,0,1,17
2, 11.90,  1,0,0,1,17
3, 13.00,  1,0,0,1,17

# Region: France, Monaco, Andorra
# Lettre recommandée avec accuse France LRA1
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.02,5.2,1,1,0,1,18
0.05,5.7,1,1,0,1,18
0.1,6.35,1,1,0,1,18
0.25,7.45,1,1,0,1,18
0.5,8.55,1,1,0,1,18
1,9.65,1,1,0,1,18
2,11.25,1,1,0,1,18
3,12.4,1,1,0,1,18


# Region: France, Monaco, Andorra
# Lettre recommandée avec accuse France LRA2
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.02,5.9,1,1,0,1,19
0.05,6.45,1,1,0,1,19
0.1,7,1,1,0,1,19
0.25,8.2,1,1,0,1,19
0.5,9.2,1,1,0,1,19
1,10.35,1,1,0,1,19
2,11.95,1,1,0,1,19
3,13.1,1,1,0,1,19


# Region: France, Monaco, Andorra
# Lettre recommandee avec accuse France LRA3
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.02,7,1,1,0,1,20
0.05,7.45,1,1,0,1,20
0.1,8.05,1,1,0,1,20
0.25,9.25,1,1,0,1,20
0.5,10.25,1,1,0,1,20
1,11.4,1,1,0,1,20
2,13.05,1,1,0,1,20
3,14.15,1,1,0,1,20


######################### Region: outre-mer ######################
##### OM1

# Region: outre-mer OM1
# Lettre verte outre-mer OM1 LV
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.01, 0.85, 0,0,0,2,13
0.02, 0.90, 0,0,0,2,13
0.03, 1.75, 0,0,0,2,13
0.04, 1.80, 0,0,0,2,13
0.05, 1.85, 0,0,0,2,13
0.06, 1.90, 0,0,0,2,13
0.07, 1.95, 0,0,0,2,13
0.08, 2.00, 0,0,0,2,13
0.09, 2.05, 0,0,0,2,13
0.10, 2.10, 0,0,0,2,13
0.11, 3.75, 0,0,0,2,13
0.12, 3.80, 0,0,0,2,13
0.13, 3.85, 0,0,0,2,13
0.14, 3.90, 0,0,0,2,13
0.15, 3.95, 0,0,0,2,13
0.16, 4.00, 0,0,0,2,13
0.17, 4.05, 0,0,0,2,13
0.18, 4.10, 0,0,0,2,13
0.19, 4.15, 0,0,0,2,13
0.20, 4.20, 0,0,0,2,13
0.21, 4.25, 0,0,0,2,13
0.22, 4.30, 0,0,0,2,13
0.23, 4.35, 0,0,0,2,13
0.24, 4.40, 0,0,0,2,13
0.25, 4.45, 0,0,0,2,13
0.26, 6.10, 0,0,0,2,13
0.27, 6.15, 0,0,0,2,13
0.28, 6.20, 0,0,0,2,13
0.29, 6.25, 0,0,0,2,13
0.30, 6.30, 0,0,0,2,13
0.31, 6.35, 0,0,0,2,13
0.32, 6.40, 0,0,0,2,13
0.33, 6.45, 0,0,0,2,13
0.34, 6.50, 0,0,0,2,13
0.35, 6.55, 0,0,0,2,13
0.36, 6.60, 0,0,0,2,13
0.37, 6.65, 0,0,0,2,13
0.38, 6.70, 0,0,0,2,13
0.39, 6.75, 0,0,0,2,13
0.40, 6.80, 0,0,0,2,13
0.41, 6.85, 0,0,0,2,13
0.42, 6.90, 0,0,0,2,13
0.43, 6.95, 0,0,0,2,13
0.44, 7.00, 0,0,0,2,13
0.45, 7.05, 0,0,0,2,13
0.46, 7.10, 0,0,0,2,13
0.47, 7.15, 0,0,0,2,13
0.48, 7.20, 0,0,0,2,13
0.49, 7.25, 0,0,0,2,13
0.50, 7.30, 0,0,0,2,13
0.51, 8.95, 0,0,0,2,13
0.52, 9.00, 0,0,0,2,13
0.53, 9.05, 0,0,0,2,13
0.54, 9.10, 0,0,0,2,13
0.55, 9.15, 0,0,0,2,13
0.56, 9.20, 0,0,0,2,13
0.57, 9.25, 0,0,0,2,13
0.58, 9.30, 0,0,0,2,13
0.59, 9.35, 0,0,0,2,13
0.60, 9.40, 0,0,0,2,13
0.61, 9.45, 0,0,0,2,13
0.62, 9.50, 0,0,0,2,13
0.63, 9.55, 0,0,0,2,13
0.64, 9.60, 0,0,0,2,13
0.65, 9.65, 0,0,0,2,13
0.66, 9.70, 0,0,0,2,13
0.67, 9.75, 0,0,0,2,13
0.68, 9.80, 0,0,0,2,13
0.69, 9.85, 0,0,0,2,13
0.70, 9.90, 0,0,0,2,13
0.71, 9.95, 0,0,0,2,13
0.72, 10.00, 0,0,0,2,13
0.73, 10.05, 0,0,0,2,13
0.74, 10.10, 0,0,0,2,13
0.75, 10.15, 0,0,0,2,13
0.76, 10.20, 0,0,0,2,13
0.77, 10.25, 0,0,0,2,13
0.78, 10.30, 0,0,0,2,13
0.79, 10.35, 0,0,0,2,13
0.80, 10.40, 0,0,0,2,13
0.81, 10.45, 0,0,0,2,13
0.82, 10.50, 0,0,0,2,13
0.83, 10.55, 0,0,0,2,13
0.84, 10.60, 0,0,0,2,13
0.85, 10.65, 0,0,0,2,13
0.86, 10.70, 0,0,0,2,13
0.87, 10.75, 0,0,0,2,13
0.88, 10.80, 0,0,0,2,13
0.89, 10.85, 0,0,0,2,13
0.90, 10.90, 0,0,0,2,13
0.91, 10.95, 0,0,0,2,13
0.92, 11.00, 0,0,0,2,13
0.93, 11.05, 0,0,0,2,13
0.94, 11.10, 0,0,0,2,13
0.95, 11.15, 0,0,0,2,13
0.96, 11.20, 0,0,0,2,13
0.97, 11.25, 0,0,0,2,13
0.98, 11.30, 0,0,0,2,13
0.99, 11.35, 0,0,0,2,13
1.00, 11.40, 0,0,0,2,13
1.01, 11.45, 0,0,0,2,13
1.02, 11.50, 0,0,0,2,13
1.03, 11.55, 0,0,0,2,13
1.04, 11.60, 0,0,0,2,13
1.05, 11.65, 0,0,0,2,13
1.06, 11.70, 0,0,0,2,13
1.07, 11.75, 0,0,0,2,13
1.08, 11.80, 0,0,0,2,13
1.09, 11.85, 0,0,0,2,13
1.10, 11.90, 0,0,0,2,13
1.11, 11.95, 0,0,0,2,13
1.12, 12.00, 0,0,0,2,13
1.13, 12.05, 0,0,0,2,13
